,60/40 Benchmark,Equal Weight,Phase II Hand + Regime,Post-Phase-II Regime Optimized,Risk Parity,Minimum Volatility
2015-04-10,0.007591738116909192,0.007950484665647238,0.010951007454011666,0.013214846711674614,0.0069881409353212956,0.007950484665647238
2015-04-17,-0.0001531551393482251,-0.0007318940010560115,-0.0034666243846939613,-0.005592749889470233,0.0004851102811159768,-0.0007318940010560115
2015-04-24,0.0029714930359824683,-0.00405928846629669,0.004478118952921747,0.007273387107474868,-0.004979126474098204,-0.00405928846629669
2015-05-01,-0.01849534517299504,-0.011981879531358021,-0.010948077697347432,-0.007321689394829389,-0.013973895971726194,-0.011981879531358021
2015-05-08,-0.0013701556354556313,0.0026995609876355195,0.002435964742457051,0.004081385589016517,0.0019528869569545504,0.0026995609876355195
2015-05-15,-0.0005901583688497098,0.006515635912342918,0.0037411599330431007,0.004871418318157066,0.004909054959036227,0.006515635912342918
2015-05-22,-0.002231651325996469,-0.00604757727745768,-0.002344997754070139,-0.0014755141010285764,-0.0061696609854134795,-0.00604757727745768
2015-05-29,0.0020881306873138045,-0.0008947740023776676,-0.0025264718480128884,-0.004864656672243592,0.0009209646918179309,-0.0008947740023776676
2015-06-05,-0.02030929776749226,-0.0193983497547045,-0.015510516703964016,-0.012485231973083747,-0.021121447207976235,-0.0193983497547045
2015-06-12,0.002680348101865746,0.004195287744899501,0.0028235432037894363,0.002543272920561611,0.004179593908910293,0.004195287744899501
2015-06-19,0.006034152742375617,0.008290482749310029,0.006211279561028649,0.005753059262126988,0.008166835328349872,0.008290482749310029
2015-06-26,-0.012419765327534757,-0.01445413097338585,-0.009174366667476478,-0.006459732065783866,-0.015546007461487174,-0.01445413097338585
2015-07-03,-0.004894541222093095,-0.004256642454387837,-0.006739931959806281,-0.00808675792995982,-0.003223176983410679,-0.004256642454387837
2015-07-10,0.0015153724721575718,0.0015667731030803989,0.001469192566243295,0.0014667397751813615,0.0018860024991752015,0.0015667731030803989
2015-07-17,0.02367986580007427,0.005401712584928329,0.01506339126349509,0.013563501961078374,0.00622759990897151,0.005401712584928329
2015-07-24,-0.004366046479383689,-0.011388266087445979,-0.016869771425930487,-0.019174179248067465,-0.009440130106333053,-0.011388266087445979
2015-07-31,0.010983735934725796,0.006478551955077185,0.00967236984782517,0.010530818604639107,0.007078228976468309,0.006478551955077185
